query_id,session_id,timestamp,trimester,query_text,topic_category,guardrail_triggered,guardrail_type,response_quality,language,country_region
q-0123-2026,8cab512695f02e4a,2026-05-10T07:00:00Z,T3,I have heavy bleeding and dizziness.,emergency,True,emergency,negative,sw,KE-MSA
q-0124-2026,48aa4fbbf6006ea2,2026-03-31T12:45:00Z,T1,What foods can I manage if I feel nauseated?,nutrition,False,,,sw,UG-C
q-0125-2026,d6c5f0f44d287e6a,2026-02-21T04:45:00Z,T2,I have heavy bleeding and dizziness.,emergency,True,emergency,positive,sw,KE-NRB
q-0126-2026,67c7d302b6c2da29,2026-05-25T23:30:00Z,T2,Is it normal to feel cramping at 11 weeks?,symptoms,False,,,sw,TZ-DAR
q-0127-2026,d139c7a20be73443,2026-04-17T19:30:00Z,T2,Is it normal to feel cramping at 11 weeks?,symptoms,False,,positive,sw,TZ-DAR
q-0128-2026,0151c57e5cf32a99,2026-05-04T04:15:00Z,T2,I have heavy bleeding and dizziness.,emergency,True,emergency,negative,sw,KE-MSA
q-0129-2026,ce6bf06e68f48251,2026-02-15T19:15:00Z,T3,I have heavy bleeding and dizziness.,emergency,True,emergency,negative,en,UG-C
q-0130-2026,b7c067bdf698eab8,2026-05-19T12:15:00Z,T1,What should I prepare before labour starts?,birth_prep,False,,negative,sw,KE-NRB
q-0131-2026,3aea72f6a698567e,2026-01-24T18:45:00Z,T1,I have heavy bleeding and dizziness.,emergency,True,emergency,,sw,KE-NRB
q-0132-2026,c136cfd16dff9377,2026-01-26T16:30:00Z,T1,I feel anxious most days. What should I do?,mental_health,False,,,sw,KE-MSA
q-0133-2026,d6b2b6d997d86c5c,2026-01-31T06:30:00Z,T1,Is it normal to feel cramping at 11 weeks?,symptoms,False,,negative,sw,KE-NRB
q-0134-2026,9cd4c355876b90f4,2026-01-21T13:15:00Z,T3,Is it normal to feel cramping at 11 weeks?,symptoms,False,,positive,en,UG-C
q-0135-2026,6b3dec260cc2673a,2026-02-15T08:45:00Z,T1,What should I prepare before labour starts?,birth_prep,False,,positive,sw,KE-MSA
q-0136-2026,b67b5268b7424e04,2026-03-25T04:15:00Z,T2,What should I prepare before labour starts?,birth_prep,False,,positive,sw,TZ-DAR
q-0137-2026,ea78726182a01514,2025-12-05T16:00:00Z,T3,Is it normal to feel cramping at 11 weeks?,symptoms,False,,positive,en,UG-C
q-0138-2026,8a3e3a6659236337,2026-04-30T05:45:00Z,T3,I feel anxious most days. What should I do?,mental_health,False,,positive,sw,KE-NRB
q-0139-2026,24471b035932878d,2025-12-10T08:15:00Z,T3,I feel anxious most days. What should I do?,mental_health,False,,negative,sw,KE-NRB
q-0140-2026,ad318a76604c3e07,2026-01-16T03:45:00Z,T2,What foods can I manage if I feel nauseated?,nutrition,False,,,en,KE-NRB
q-0141-2026,d67c29b22eb62247,2026-05-23T10:00:00Z,T3,Is it normal to feel cramping at 11 weeks?,symptoms,False,,negative,en,KE-NRB
q-0142-2026,e2501318f1063ec3,2026-04-08T06:30:00Z,T1,I have heavy bleeding and dizziness.,emergency,True,emergency,,en,UG-C
q-0143-2026,1db0c623a7cb33d7,2026-04-29T22:00:00Z,T3,Is it normal to feel cramping at 11 weeks?,symptoms,False,,negative,sw,KE-MSA
q-0144-2026,0e7bda3678ae8a6e,2026-01-15T23:45:00Z,T3,I have heavy bleeding and dizziness.,emergency,True,emergency,,en,KE-MSA
q-0145-2026,c1a2bac58067f2e9,2026-05-10T03:45:00Z,T1,Is it normal to feel cramping at 11 weeks?,symptoms,False,,,sw,UG-C
q-0146-2026,e06f9d809143cc78,2026-04-22T20:00:00Z,T1,What should I prepare before labour starts?,birth_prep,False,,positive,sw,TZ-DAR
q-0147-2026,7258bbb3de7a3fbb,2026-03-22T04:00:00Z,T2,What should I prepare before labour starts?,birth_prep,False,,positive,sw,KE-MSA
q-0148-2026,9d31be102af6917b,2026-05-14T14:30:00Z,T1,What should I prepare before labour starts?,birth_prep,False,,,sw,UG-C
q-0149-2026,be5ffe028858e25a,2026-04-13T12:00:00Z,T1,I feel anxious most days. What should I do?,mental_health,False,,,en,KE-NRB
q-0150-2026,069c90eed4da36fc,2026-05-07T23:30:00Z,T1,What foods can I manage if I feel nauseated?,nutrition,False,,,sw,UG-C
q-0151-2026,13b36ae85819b393,2026-02-26T15:00:00Z,T3,What should I prepare before labour starts?,birth_prep,False,,negative,sw,UG-C
q-0152-2026,fe507ad5792675f0,2025-12-17T03:15:00Z,T3,What should I prepare before labour starts?,birth_prep,False,,positive,sw,UG-C
q-0153-2026,608f19eea1eb27fd,2026-03-28T16:45:00Z,T2,Is it normal to feel cramping at 11 weeks?,symptoms,False,,negative,en,TZ-DAR
q-0154-2026,2abf9b8214e79c97,2026-05-17T16:45:00Z,T2,I have heavy bleeding and dizziness.,emergency,True,emergency,positive,sw,KE-MSA
q-0155-2026,b9aae0524d4ce88e,2026-03-31T00:45:00Z,T1,What foods can I manage if I feel nauseated?,nutrition,False,,positive,sw,TZ-DAR
q-0156-2026,5e9c0828d6b78964,2026-05-03T05:45:00Z,T2,What should I prepare before labour starts?,birth_prep,False,,positive,en,UG-C
q-0157-2026,f8c5f3e018d452ab,2026-03-24T10:45:00Z,T2,I have heavy bleeding and dizziness.,emergency,True,emergency,positive,en,UG-C
q-0158-2026,505dacb0a6681ae8,2025-12-31T07:30:00Z,T1,I feel anxious most days. What should I do?,mental_health,False,,positive,en,UG-C
q-0159-2026,b87d54d4796cfa0f,2026-03-17T04:45:00Z,T3,I have heavy bleeding and dizziness.,emergency,True,emergency,,sw,KE-NRB
q-0160-2026,8cde80eb6709f64f,2026-05-24T13:45:00Z,T1,I feel anxious most days. What should I do?,mental_health,False,,negative,sw,KE-MSA
q-0161-2026,b1cf2a886d0c5fdc,2025-12-08T19:45:00Z,T2,What foods can I manage if I feel nauseated?,nutrition,False,,positive,sw,TZ-DAR
q-0162-2026,dc219812a392c253,2026-03-27T13:15:00Z,T1,What foods can I manage if I feel nauseated?,nutrition,False,,positive,en,TZ-DAR
q-0163-2026,10ce83cea222a9e7,2026-03-23T03:15:00Z,T1,I have heavy bleeding and dizziness.,emergency,True,emergency,,sw,UG-C
q-0164-2026,44267d466b0a7327,2026-05-19T05:15:00Z,T3,What should I prepare before labour starts?,birth_prep,False,,,en,KE-NRB
q-0165-2026,291e611ccf39d2d8,2026-05-07T21:00:00Z,T2,What should I prepare before labour starts?,birth_prep,False,,negative,en,UG-C
q-0166-2026,f10ab1db8f3b3147,2026-04-23T23:45:00Z,T1,I have heavy bleeding and dizziness.,emergency,True,emergency,,sw,UG-C
q-0167-2026,e2a4c11540d5c64b,2026-02-23T21:15:00Z,T1,What should I prepare before labour starts?,birth_prep,False,,negative,en,UG-C
q-0168-2026,0dd3c22c5c0c0272,2026-05-09T00:15:00Z,T3,What foods can I manage if I feel nauseated?,nutrition,False,,positive,en,KE-NRB
q-0169-2026,f249b867b4302b81,2025-12-09T23:45:00Z,T2,I feel anxious most days. What should I do?,mental_health,False,,negative,en,TZ-DAR
q-0170-2026,137267dea5e67e06,2026-01-23T23:30:00Z,T3,What should I prepare before labour starts?,birth_prep,False,,negative,sw,KE-MSA
q-0171-2026,a46ae1f725b37025,2026-05-03T02:00:00Z,T3,Is it normal to feel cramping at 11 weeks?,symptoms,False,,negative,en,KE-MSA
q-0172-2026,6587be2bc834738e,2026-03-25T23:45:00Z,T2,I feel anxious most days. What should I do?,mental_health,False,,,en,TZ-DAR
q-0173-2026,5240f1ec477e433d,2025-12-14T17:45:00Z,T1,Is it normal to feel cramping at 11 weeks?,symptoms,False,,negative,sw,UG-C
q-0174-2026,ad2a8235803b41e5,2026-03-16T04:15:00Z,T1,What foods can I manage if I feel nauseated?,nutrition,False,,negative,en,KE-MSA
q-0175-2026,bab84c5099bd245b,2026-04-23T08:15:00Z,T1,I feel anxious most days. What should I do?,mental_health,False,,negative,sw,TZ-DAR
q-0176-2026,61a359a865cfa4cd,2026-01-31T14:30:00Z,T1,What should I prepare before labour starts?,birth_prep,False,,negative,sw,UG-C
q-0177-2026,4956a314097ce7d3,2026-04-30T21:30:00Z,T1,Is it normal to feel cramping at 11 weeks?,symptoms,False,,positive,en,KE-NRB
q-0178-2026,59172b64b4cbccc0,2026-03-09T13:00:00Z,T3,I have heavy bleeding and dizziness.,emergency,True,emergency,positive,sw,KE-MSA
q-0179-2026,0ce8705a44583c50,2025-12-29T12:45:00Z,T1,I feel anxious most days. What should I do?,mental_health,False,,,sw,KE-MSA
q-0180-2026,a378cdb3bdbee6af,2025-12-08T09:45:00Z,T3,Is it normal to feel cramping at 11 weeks?,symptoms,False,,negative,en,UG-C
q-0181-2026,2e78a5333ec5465f,2026-03-09T14:45:00Z,T3,I feel anxious most days. What should I do?,mental_health,False,,positive,sw,KE-MSA
q-0182-2026,0b2cbbb9e7b23f31,2026-01-13T10:15:00Z,T1,I feel anxious most days. What should I do?,mental_health,False,,positive,en,KE-MSA
q-0183-2026,4b683a4f5a7b6959,2026-02-12T02:45:00Z,T2,I have heavy bleeding and dizziness.,emergency,True,emergency,,sw,UG-C
q-0184-2026,7e1d890441ce5c1e,2026-02-03T20:45:00Z,T3,What should I prepare before labour starts?,birth_prep,False,,,en,TZ-DAR
q-0185-2026,52909d9289ab3a26,2026-02-10T23:00:00Z,T3,What foods can I manage if I feel nauseated?,nutrition,False,,positive,sw,UG-C
q-0186-2026,9b97816db156e323,2026-04-23T22:00:00Z,T3,I have heavy bleeding and dizziness.,emergency,True,emergency,positive,sw,TZ-DAR
